X,Y,SURVEY_LINE,ELEVATION,DEM,TRACE,DEPTH,SURVEY_NAME,UTM_ZONE,DATUM,EPSG,SURVEY_ECAT_NUMBER,AGE_TYPE,BOUNDARY_NAME,OvrStrtUnt,OvrStrtCod,UndStrtUnt,UndStrtCod,INTERPRETATION_BASIS_1,DEPTH_UOM,DEPTH_CONFIDENCE,Comment,Operator,UNCERTAINTY,UNCERTAINTY_DESC
759912.143,8450578,103401,71.72,135,91,63.28,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,22.656,95% confidence
759382.889,8450574.56,103401,75.88,137,108,61.12,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,22.224,95% confidence
758514.267,8450588.87,103401,80.03,133,136,52.97,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,20.594,95% confidence
758055,8450592.57,103401,94.84,128,151,33.16,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,16.632,95% confidence
757504,8450577.16,103401,92.44,125,170,32.56,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,16.512,95% confidence
757098,8450565.81,103401,55.39,123,184,67.61,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,23.522,95% confidence
756328,8450583.37,103401,49.04,121,210,71.96,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,24.392,95% confidence
755518,8450571.44,103401,47.45,128,237,80.55,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,26.11,95% confidence
754377.833,8450566.75,103401,23.29,108,275,84.71,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,26.942,95% confidence
752603.282,8450569.54,103401,-25.05,83,332,108.05,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,31.61,95% confidence
751781.949,8450587.54,103401,-54.16,80,358,134.16,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,36.832,95% confidence
751062,8450587.67,103401,-55.74,74,382,129.74,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,35.948,95% confidence
749747.455,8450582.64,103401,-63.86,67,426,130.86,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,36.172,95% confidence
748797.5,8450598.75,103401,-141.12,61,456,202.12,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,50.424,95% confidence
748012.082,8450575.61,103401,-239.38,56,482,295.38,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,69.076,95% confidence
747053.388,8450585.41,103401,-247.49,54,514,301.49,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,70.298,95% confidence
745396.306,8450582.75,103401,-249.08,45,568,294.08,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,68.816,95% confidence
764318.507,8443588.19,104101,28.81,98,2,69.19,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,23.838,95% confidence
763343.725,8443593.84,104101,-9.82,86,32,95.82,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,29.164,95% confidence
762271.464,8443600.06,104101,-16.17,78,65,94.17,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,28.834,95% confidence
761128.333,8443594.96,104101,8,91,103,83,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,26.6,95% confidence
760315.5,8443588.79,104101,-1.71,88,131,89.71,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,27.942,95% confidence
757417.313,8443598.38,104101,-54.98,112,224,166.98,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,43.396,95% confidence
754764.667,8443582.92,104101,-98.38,99,308,197.38,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,49.476,95% confidence
750692,8443585.42,104101,-117.78,67,439,184.78,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,46.956,95% confidence
777550.37,8416182.26,110203,-363.99,67,42,430.99,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,96.198,95% confidence
777644.63,8416083.74,110203,-363.99,68,47,431.99,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,96.398,95% confidence
779680.4,8413998.6,110203,-318.51,91,149,409.51,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,91.902,95% confidence
779991.453,8413685.58,110203,-326.23,100,165,426.23,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,95.246,95% confidence
784103.452,8409475.81,110203,-303.63,78,374,381.63,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,86.326,95% confidence
786517.615,8406998.88,110203,-288.47,69,505,357.47,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,81.494,95% confidence
789345.388,8404120.46,110203,-321.27,63,657,384.27,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,86.854,95% confidence
791333.652,8402074.17,110203,-323.75,64,768,387.75,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,87.55,95% confidence
792304.5,8401072.83,110203,-318.51,71,822,389.51,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,87.902,95% confidence
772617.167,8421217.11,110202,-380.31,81,29,461.31,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,102.262,95% confidence
773979.687,8419836.38,110202,-354.56,98,107,452.56,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,100.512,95% confidence
776002.077,8417771.38,110202,-351.2,65,211,416.2,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,93.24,95% confidence
777461.118,8416245.88,110202,-362.49,68,286,430.49,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,96.098,95% confidence
777909.13,8415816.78,110202,-362.49,67,308,429.49,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,95.898,95% confidence
792036.167,8401355.17,110201,-323.86,70,5,393.86,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,88.772,95% confidence
793183.52,8400185.12,110201,-278.7,78,73,356.7,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,81.34,95% confidence
794942.873,8398406.28,110201,-270.76,78,169,348.76,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,79.752,95% confidence
796167.091,8397155.09,110201,-300.66,81,235,381.66,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,86.332,95% confidence
799000.692,8394241.31,110201,-306.87,115,384,421.87,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,94.374,95% confidence
799361.205,8393880.79,110201,-304.58,114,403,418.58,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,93.716,95% confidence
800732.323,8392466.16,110201,-311.85,94,471,405.85,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,91.17,95% confidence
802303.218,8390865.66,110201,-332.45,91,547,423.45,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,94.69,95% confidence
803069.322,8390082.97,110201,-318.34,104,586,422.34,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,94.468,95% confidence
804823.056,8388277.42,110201,-297.73,126,679,423.73,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,94.746,95% confidence
806001,8387070,110201,-296.46,133,741,429.46,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,95.892,95% confidence
807859.448,8385156.31,110201,-302.28,125,846,427.28,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,95.456,95% confidence
809987.44,8382987.16,110201,-317.66,111,964,428.66,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,95.732,95% confidence
811099.437,8381851.66,110201,-290.57,101,1027,391.57,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,88.314,95% confidence
813538,8379350.67,110201,-275.26,111,1166,386.26,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,87.252,95% confidence
817706.591,8375098.91,110201,-106.34,94,1397,200.34,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,50.068,95% confidence
819313.059,8373457.35,110201,-136.39,82,1486,218.39,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,53.678,95% confidence
820375.235,8372369.53,110201,-123.98,87,1542,210.98,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,52.196,95% confidence
821848,8370852.78,110201,-98.63,103,1624,201.63,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,50.326,95% confidence
823253.111,8369406.17,110201,-103.86,104,1704,207.86,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,51.572,95% confidence
824813.267,8367811.33,110201,-93.66,95,1790,188.66,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,47.732,95% confidence
825971.2,8366633.56,110201,-93.66,102,1852,195.66,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,49.132,95% confidence
828807.6,8363735.53,110201,-64.2,123,2014,187.2,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,47.44,95% confidence
830155.949,8362371.64,110201,-30.02,141,2089,171.02,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,44.204,95% confidence
831090.909,8361395.14,110201,-3.78,144,2144,147.78,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,39.556,95% confidence
833291.913,8359135.83,110201,20.26,168,2272,147.74,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,39.548,95% confidence
834047.813,8358359.19,110201,11.83,170,2315,158.17,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,41.634,95% confidence
835318.429,8357069.57,110201,-13.17,146,2387,159.17,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,41.834,95% confidence
835998.538,8356381.1,110201,-11.58,148,2425,159.58,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,41.916,95% confidence
836805.355,8355551.58,110201,2.88,149,2468,146.12,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,39.224,95% confidence
837427,8354895.26,110201,36.75,153,2503,116.25,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,33.25,95% confidence
837655,8354682.42,110201,20.11,162,2515,141.89,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,38.378,95% confidence
838221.118,8354080.24,110201,27.52,173,2549,145.48,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,39.096,95% confidence
838878,8353431.29,110201,48.11,190,2590,141.89,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,38.378,95% confidence
839142,8353156.43,110201,52.27,179,2606,126.73,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,35.346,95% confidence
758899.087,8403582.91,108401,64.27,113,108,48.73,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,19.746,95% confidence
761341.605,8403589.42,108401,-35.58,90,195,125.58,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,35.116,95% confidence
765471.667,8403584.4,108401,-251.49,80,336,331.49,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,76.298,95% confidence
767663.627,8403585,108401,-262.78,72,409,334.78,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,76.956,95% confidence
769821.273,8403578.36,108401,-309.53,100,485,409.53,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,91.906,95% confidence
770959.44,8403584.12,108401,-265.26,107,528,372.26,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,84.452,95% confidence
754095.203,8430591.66,104901,-147.48,54,59,201.48,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,50.296,95% confidence
756895.778,8430590.37,104901,-163.53,52,145,215.53,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,53.106,95% confidence
758853.704,8430572.16,104901,-194.23,52,204,246.23,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,59.246,95% confidence
761963.905,8430571.95,104901,-202.17,49,300,251.17,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,60.234,95% confidence
764912.138,8430586,104901,-155.42,83,393,238.42,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,57.684,95% confidence
767280.345,8430587.03,104901,-123.31,76,467,199.31,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,49.862,95% confidence
769205.842,8430583.47,104901,-99.15,86,526,185.15,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,47.03,95% confidence
770911.231,8430580.31,104901,-67.4,101,578,168.4,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,43.68,95% confidence
758544.526,8445592.84,103901,49.89,102,186,52.11,Daly River Region AEM SkyTEM,52,GDA 94,EPSG:28352,122012,INTRA_Paleozoic,Oolloo- Jinduckin,Oolloo Dolostone,24443,Jinduckin Formation,24641,Interpretation of AEM,m,M,Exported from Petrel project,Neil Symington,20.422,95% confidence
